index,term,TF,IDF,TF-IDF
643,alamos,0.000006,1.871802,0.000012
644,alanceallas,0.000006,1.871802,0.000012
645,alanceara,0.000006,1.871802,0.000012
646,alando,0.000026,1.871802,0.000048
647,alano,0.000006,1.871802,0.000012
648,alargaba,0.000006,1.871802,0.000012
649,alargar,0.000006,1.871802,0.000012
650,alargarme,0.000006,1.871802,0.000012
651,alargo,0.000006,1.871802,0.000012
652,alas,0.000039,1.871802,0.000072
653,alba,0.000045,1.871802,0.000084
654,alban,0.000006,1.871802,0.000012
655,albanega,0.000006,1.871802,0.000012
656,albarda,0.000181,1.871802,0.000338
657,albardas,0.000006,1.871802,0.000012
658,albarde,0.000006,1.871802,0.000012
659,albedri,0.000013,1.871802,0.000024
660,albergan,0.000006,1.871802,0.000012
661,alborocen,0.000006,1.871802,0.000012
662,alborota,0.000006,1.871802,0.000012
663,alborotaba,0.000006,1.871802,0.000012
664,alborotada,0.000019,1.871802,0.000036
665,alborotado,0.000019,1.871802,0.000036
666,alborotados,0.000006,1.871802,0.000012
667,alborotar,0.000013,1.871802,0.000024
668,alborotara,0.000006,1.871802,0.000012
669,alborotari,0.000006,1.871802,0.000012
670,alborotasen,0.000006,1.871802,0.000012
671,alborote,0.000006,1.871802,0.000012
672,alborotes,0.000006,1.871802,0.000012
673,alboroto,0.000045,1.871802,0.000084
674,alborozado,0.000006,1.871802,0.000012
675,alborozados,0.000006,1.871802,0.000012
676,alborozo,0.000006,1.871802,0.000012
677,albraca,0.000006,1.871802,0.000012
678,albricias,0.000006,1.871802,0.000012
679,alca,0.000032,1.871802,0.000060
680,alcabala,0.000006,1.871802,0.000012
681,alcahuete,0.000032,1.871802,0.000060
682,alcaide,0.000039,1.871802,0.000072
683,alcaidi,0.000006,1.871802,0.000012
684,alcala,0.000006,1.871802,0.000012
685,alcana,0.000006,1.871802,0.000012
686,alcance,0.000039,1.871802,0.000072
687,alcances,0.000019,1.871802,0.000036
688,alcanza,0.000071,1.871802,0.000133
689,alcanzaba,0.000026,1.871802,0.000048
690,alcanzada,0.000006,1.871802,0.000012
691,alcanzado,0.000032,1.871802,0.000060
692,alcanzados,0.000006,1.871802,0.000012
693,alcanzan,0.000013,1.871802,0.000024
694,alcanzar,0.000181,1.871802,0.000338
695,alcanzara,0.000019,1.871802,0.000036
696,alcanzare,0.000019,1.871802,0.000036
697,alcanzarle,0.000019,1.871802,0.000036
698,alcanzarlo,0.000006,1.871802,0.000012
699,alcanzaron,0.000019,1.871802,0.000036
700,alcanzas,0.000006,1.871802,0.000012
701,alcanzase,0.000013,1.871802,0.000024
702,alcanzo,0.000071,1.871802,0.000133
703,alcarria,0.000006,1.871802,0.000012
704,alce,0.000019,1.871802,0.000036
705,alcornoque,0.000039,1.871802,0.000072
706,alcornoques,0.000006,1.871802,0.000012
707,alcovendas,0.000006,1.871802,0.000012
708,alcurnia,0.000032,1.871802,0.000060
709,alcuza,0.000052,1.871802,0.000097
710,aldea,0.000181,1.871802,0.000338
711,aldeano,0.000006,1.871802,0.000012
712,aldeas,0.000019,1.871802,0.000036
713,aldegu,0.000006,1.871802,0.000012
714,aldonza,0.000032,1.871802,0.000060
715,ale,0.000071,1.871802,0.000133
716,alega,0.000006,1.871802,0.000012
717,alegado,0.000006,1.871802,0.000012
718,alegra,0.000013,1.871802,0.000024
719,alegraba,0.000013,1.871802,0.000024
720,alegran,0.000013,1.871802,0.000024
721,alegrar,0.000013,1.871802,0.000024
722,alegraron,0.000006,1.871802,0.000012
723,alegrase,0.000006,1.871802,0.000012
724,alegrasen,0.000006,1.871802,0.000012
725,alegre,0.000097,1.871802,0.000181
726,alegren,0.000006,1.871802,0.000012
727,alegres,0.000045,1.871802,0.000084
728,alegri,0.000064,1.871802,0.000121
729,alegro,0.000026,1.871802,0.000048
730,aleja,0.000006,1.871802,0.000012
731,alejandra,0.000006,1.871802,0.000012
732,alejandri,0.000006,1.871802,0.000012
733,alejandro,0.000039,1.871802,0.000072
734,alejandros,0.000006,1.871802,0.000012
735,alejo,0.000013,1.871802,0.000024
736,alemania,0.000013,1.871802,0.000024
737,alencastros,0.000006,1.871802,0.000012
738,alentar,0.000006,1.871802,0.000012
739,alerta,0.000006,1.871802,0.000012
740,ales,0.000155,1.871802,0.000290
741,alevosi,0.000026,1.871802,0.000048
742,alevosos,0.000006,1.871802,0.000012
743,alfana,0.000013,1.871802,0.000024
744,alfanje,0.000013,1.871802,0.000024
745,alfe,0.000013,1.871802,0.000024
746,alfen,0.000013,1.871802,0.000024
747,alfiler,0.000006,1.871802,0.000012
748,alforjas,0.000116,1.871802,0.000217
749,algalia,0.000006,1.871802,0.000012
750,algarbe,0.000006,1.871802,0.000012
751,algo,0.000387,1.871802,0.000724
752,algodo,0.000006,1.871802,0.000012
753,algodones,0.000006,1.871802,0.000012
754,algu,0.000903,1.871802,0.001689
755,algun,0.000006,1.871802,0.000012
756,algún,0.000000,1.871802,0.000000
757,alhajas,0.000006,1.871802,0.000012
758,alhombra,0.000013,1.871802,0.000024
759,alicante,0.000013,1.871802,0.000024
760,aliento,0.000090,1.871802,0.000169
761,alifanfaron,0.000026,1.871802,0.000048
762,aliman,0.000006,1.871802,0.000012
763,alimenta,0.000006,1.871802,0.000012
764,alimentado,0.000006,1.871802,0.000012
765,alinda,0.000013,1.871802,0.000024
766,alistaba,0.000006,1.871802,0.000012
767,alive,0.000000,0.367725,0.000000
768,alivia,0.000006,1.871802,0.000012
769,aliviadi,0.000006,1.871802,0.000012
770,aliviado,0.000019,1.871802,0.000036
771,aliviar,0.000006,1.871802,0.000012
772,aliviari,0.000006,1.871802,0.000012
773,alivio,0.000032,1.871802,0.000060
774,aljamiado,0.000006,1.871802,0.000012
775,aljo,0.000013,1.871802,0.000024
776,all,0.000000,0.262364,0.000000
777,alla,0.000193,1.871802,0.000362
778,allanando,0.000006,1.871802,0.000012
779,allane,0.000006,1.871802,0.000012
780,allegados,0.000006,1.871802,0.000012
781,allego,0.000006,1.871802,0.000012
782,allende,0.000006,1.871802,0.000012
783,alli,0.001715,1.871802,0.003210
784,allombre,0.000006,1.871802,0.000012
785,allow,0.000000,1.871802,0.000000
786,allowed,0.000000,0.367725,0.000000
787,allows,0.000000,1.871802,0.000000
788,alma,0.000432,1.871802,0.000808
789,almace,0.000006,1.871802,0.000012
790,almalafa,0.000013,1.871802,0.000024
791,almario,0.000006,1.871802,0.000012
792,almas,0.000058,1.871802,0.000109
793,almejas,0.000006,1.871802,0.000012
794,almenas,0.000013,1.871802,0.000024
795,almendra,0.000006,1.871802,0.000012
796,almete,0.000013,1.871802,0.000024
797,almodo,0.000013,1.871802,0.000024
798,almohada,0.000045,1.871802,0.000084
799,almohadilla,0.000006,1.871802,0.000012
800,almorzaron,0.000013,1.871802,0.000024
801,almost,0.000000,0.619039,0.000000
802,alojaba,0.000019,1.871802,0.000036
803,alojaban,0.000006,1.871802,0.000012
804,alojado,0.000019,1.871802,0.000036
805,alojan,0.000006,1.871802,0.000012
806,alojando,0.000006,1.871802,0.000012
807,alojar,0.000013,1.871802,0.000024
808,alojarnos,0.000006,1.871802,0.000012
809,alojemos,0.000006,1.871802,0.000012
810,alone,0.000000,0.367725,0.000000
811,along,0.000006,0.619039,0.000004
812,alongados,0.000006,1.871802,0.000012
813,alongo,0.000006,1.871802,0.000012
814,alongside,0.000000,1.871802,0.000000
815,alonso,0.000026,1.871802,0.000048
816,alos,0.000006,1.871802,0.000012
817,alquife,0.000006,1.871802,0.000012
818,alquiler,0.000026,1.871802,0.000048
819,already,0.000000,1.178655,0.000000
820,alrededor,0.000019,1.871802,0.000036
821,alrededores,0.000006,1.871802,0.000012
822,alselmo,0.000006,1.871802,0.000012
823,also,0.000000,1.871802,0.000000
824,alta,0.000219,1.871802,0.000410
825,altar,0.000006,1.871802,0.000012
826,altas,0.000090,1.871802,0.000169
827,alteracio,0.000013,1.871802,0.000024
828,alterada,0.000006,1.871802,0.000012
829,alterar,0.000013,1.871802,0.000024
830,altercaciones,0.000006,1.871802,0.000012
831,alternativamente,0.000006,1.871802,0.000012
832,alternativos,0.000006,1.871802,0.000012
833,alteza,0.000032,1.871802,0.000060
834,although,0.000000,1.871802,0.000000
835,altillo,0.000006,1.871802,0.000012
836,altisonante,0.000006,1.871802,0.000012
837,altivez,0.000006,1.871802,0.000012
838,alto,0.000142,1.871802,0.000265
839,altogether,0.000000,1.466337,0.000000
840,altos,0.000084,1.871802,0.000157
841,altri,0.000006,1.871802,0.000012
842,altura,0.000006,1.871802,0.000012
843,alturas,0.000006,1.871802,0.000012
844,alumbra,0.000032,1.871802,0.000060
845,alvaro,0.000006,1.871802,0.000012
846,always,0.000000,0.167054,0.000000
847,alza,0.000019,1.871802,0.000036
848,alzaba,0.000013,1.871802,0.000024
849,alzaban,0.000006,1.871802,0.000012
850,alzada,0.000006,1.871802,0.000012
851,alzadas,0.000006,1.871802,0.000012
852,alzado,0.000006,1.871802,0.000012
853,alzados,0.000006,1.871802,0.000012
854,alzamiento,0.000006,1.871802,0.000012
855,alzando,0.000064,1.871802,0.000121
856,alzar,0.000039,1.871802,0.000072
857,alzaron,0.000032,1.871802,0.000060
858,alzarse,0.000006,1.871802,0.000012
859,alzase,0.000006,1.871802,0.000012
860,alzaste,0.000006,1.871802,0.000012
861,alzo,0.000129,1.871802,0.000241
862,am,0.000006,0.955511,0.000006
863,ama,0.000187,1.871802,0.000350
864,amaban,0.000006,1.871802,0.000012
865,amable,0.000006,1.871802,0.000012
866,amada,0.000045,1.871802,0.000084
867,amadas,0.000006,1.871802,0.000012
868,amadi,0.000213,1.871802,0.000398
869,amadises,0.000045,1.871802,0.000084
870,amado,0.000052,1.871802,0.000097
871,amador,0.000026,1.871802,0.000048
872,amainar,0.000006,1.871802,0.000012
873,amainaron,0.000006,1.871802,0.000012
874,amancebada,0.000006,1.871802,0.000012
875,amancebado,0.000006,1.871802,0.000012
876,amancebados,0.000019,1.871802,0.000036
877,amancebar,0.000006,1.871802,0.000012
878,amanece,0.000006,1.871802,0.000012
879,amanecen,0.000006,1.871802,0.000012
880,amanecer,0.000032,1.871802,0.000060
881,amanecera,0.000006,1.871802,0.000012
882,amaneciese,0.000013,1.871802,0.000024
883,amanecio,0.000019,1.871802,0.000036
884,amanezca,0.000006,1.871802,0.000012
885,amansar,0.000006,1.871802,0.000012
886,amante,0.000058,1.871802,0.000109
887,amantes,0.000052,1.871802,0.000097
888,amar,0.000052,1.871802,0.000097
889,amarga,0.000032,1.871802,0.000060
890,amargamente,0.000013,1.871802,0.000024
891,amargo,0.000006,1.871802,0.000012
892,amariles,0.000006,1.871802,0.000012
893,amarillas,0.000006,1.871802,0.000012
894,amarillo,0.000026,1.871802,0.000048
895,amarillos,0.000013,1.871802,0.000024
896,amarla,0.000006,1.871802,0.000012
897,amaros,0.000006,1.871802,0.000012
898,amas,0.000006,1.871802,0.000012
899,ambas,0.000032,1.871802,0.000060
900,ambicio,0.000006,1.871802,0.000012
901,ambicioso,0.000006,1.871802,0.000012
902,ambrosio,0.000103,1.871802,0.000193
903,ame,0.000090,1.871802,0.000169
904,ameji,0.000013,1.871802,0.000024
905,amenaza,0.000032,1.871802,0.000060
906,amenazaba,0.000019,1.871802,0.000036
907,amenazaban,0.000006,1.871802,0.000012
908,amenazan,0.000006,1.871802,0.000012
909,amenazando,0.000019,1.871802,0.000036
910,amenazas,0.000058,1.871802,0.000109
911,amenazo,0.000006,1.871802,0.000012
912,amenudo,0.000006,1.871802,0.000012
913,amid,0.000000,1.871802,0.000000
914,amidst,0.000000,1.871802,0.000000
915,amiento,0.000013,1.871802,0.000024
916,amiga,0.000058,1.871802,0.000109
917,amigablemente,0.000006,1.871802,0.000012
918,amigas,0.000006,1.871802,0.000012
919,amigo,0.000857,1.871802,0.001605
920,amigos,0.000174,1.871802,0.000326
921,amistad,0.000200,1.871802,0.000374
922,amo,0.001044,1.871802,0.001955
923,amohino,0.000006,1.871802,0.000012
924,amondongado,0.000006,1.871802,0.000012
925,among,0.000000,0.773190,0.000000
926,amongst,0.000000,1.871802,0.000000
927,amor,0.000516,1.871802,0.000965
928,amores,0.000187,1.871802,0.000350
929,amori,0.000006,1.871802,0.000012
930,amorosa,0.000052,1.871802,0.000097
931,amorosamente,0.000013,1.871802,0.000024
932,amorosas,0.000039,1.871802,0.000072
933,amoroso,0.000032,1.871802,0.000060
934,amorosos,0.000026,1.871802,0.000048
935,amorososi,0.000006,1.871802,0.000012
936,amortiguados,0.000006,1.871802,0.000012
937,amos,0.000297,1.871802,0.000555
938,amparar,0.000013,1.871802,0.000024
939,ampare,0.000006,1.871802,0.000012
940,amparo,0.000039,1.871802,0.000072
941,an,0.004055,0.262364,0.001064
942,ana,0.000251,1.871802,0.000471
943,anales,0.000013,1.871802,0.000024
944,ancas,0.000064,1.871802,0.000121
945,ancha,0.000019,1.871802,0.000036
946,anchas,0.000006,1.871802,0.000012
947,ancho,0.000013,1.871802,0.000024
948,anchored,0.000000,1.871802,0.000000
949,anchura,0.000006,1.871802,0.000012
950,anchuras,0.000019,1.871802,0.000036
951,anciano,0.000013,1.871802,0.000024
952,and,0.000000,0.080043,0.000000
953,anda,0.000122,1.871802,0.000229
954,andaba,0.000226,1.871802,0.000422
955,andaban,0.000110,1.871802,0.000205
956,andad,0.000013,1.871802,0.000024
957,andado,0.000135,1.871802,0.000253
958,andadura,0.000006,1.871802,0.000012
959,andaluci,0.000058,1.871802,0.000109
960,andaluz,0.000006,1.871802,0.000012
961,andamos,0.000019,1.871802,0.000036
962,andan,0.000058,1.871802,0.000109
963,andando,0.000045,1.871802,0.000084
964,andante,0.000593,1.871802,0.001110
965,andantes,0.000548,1.871802,0.001026
966,andantesca,0.000019,1.871802,0.000036
967,andantescas,0.000006,1.871802,0.000012
968,andanza,0.000013,1.871802,0.000024
969,andar,0.000174,1.871802,0.000326
970,andara,0.000019,1.871802,0.000036
971,andarme,0.000006,1.871802,0.000012
972,andarse,0.000013,1.871802,0.000024
973,andas,0.000058,1.871802,0.000109
974,ande,0.000026,1.871802,0.000048
975,andemos,0.000013,1.871802,0.000024
976,anden,0.000006,1.871802,0.000012
977,andes,0.000013,1.871802,0.000024
978,ando,0.000045,1.871802,0.000084
979,andose,0.000006,1.871802,0.000012
980,andre,0.000110,1.871802,0.000205
981,andrea,0.000013,1.871802,0.000024
982,andurriales,0.000013,1.871802,0.000024
983,anduve,0.000006,1.871802,0.000012
984,anduvie,0.000006,1.871802,0.000012
985,anduviera,0.000013,1.871802,0.000024
986,anduvieron,0.000013,1.871802,0.000024
987,anduviese,0.000013,1.871802,0.000024
988,anduviesen,0.000013,1.871802,0.000024
989,anduvimos,0.000006,1.871802,0.000012
990,anduvo,0.000039,1.871802,0.000072
991,anega,0.000006,1.871802,0.000012
992,anegaron,0.000013,1.871802,0.000024
993,anegase,0.000006,1.871802,0.000012
994,anejas,0.000013,1.871802,0.000024
995,anejo,0.000006,1.871802,0.000012
996,anexas,0.000013,1.871802,0.000024
997,anexo,0.000006,1.871802,0.000012
998,ange,0.000026,1.871802,0.000048
999,angeo,0.000013,1.871802,0.000024
1000,angustia,0.000026,1.871802,0.000048
1001,ani,0.000013,1.871802,0.000024
1002,anillo,0.000026,1.871802,0.000048
1003,anima,0.000013,1.871802,0.000024
1004,animal,0.000019,1.871802,0.000036
1005,animalejo,0.000006,1.871802,0.000012
1006,animales,0.000019,1.871802,0.000036
1007,animara,0.000006,1.871802,0.000012
1008,anime,0.000006,1.871802,0.000012
1009,animo,0.000006,1.871802,0.000012
1010,animoso,0.000006,1.871802,0.000012
1011,aniquilado,0.000006,1.871802,0.000012
1012,aniquilan,0.000006,1.871802,0.000012
1013,aniquilar,0.000006,1.871802,0.000012
1014,aniquile,0.000006,1.871802,0.000012
1015,anme,0.000006,1.871802,0.000012
1016,anoche,0.000045,1.871802,0.000084
1017,anochece,0.000006,1.871802,0.000012
1018,anochecen,0.000006,1.871802,0.000012
1019,anochecer,0.000019,1.871802,0.000036
1020,anocheci,0.000019,1.871802,0.000036
1021,anocheciese,0.000006,1.871802,0.000012
1022,anochecio,0.000006,1.871802,0.000012
1023,anos,0.000013,1.871802,0.000024
1024,anotacio,0.000006,1.871802,0.000012
1025,another,0.000000,0.619039,0.000000
1026,anse,0.000006,1.871802,0.000012
1027,ansele,0.000006,1.871802,0.000012
1028,anselmo,0.000883,1.871802,0.001653
1029,ansi,0.000245,1.871802,0.000459
1030,ansia,0.000019,1.871802,0.000036
1031,ansias,0.000019,1.871802,0.000036
1032,ansimesmo,0.000077,1.871802,0.000145
1033,ansimismo,0.000026,1.871802,0.000048
1034,answer,0.000000,1.871802,0.000000
1035,answers,0.000000,1.178655,0.000000
1036,antecedentes,0.000006,1.871802,0.000012
1037,antecogiendo,0.000013,1.871802,0.000024
1038,anteo,0.000006,1.871802,0.000012
1039,anteojos,0.000006,1.871802,0.000012
1040,antequera,0.000019,1.871802,0.000036
1041,anterior,0.000006,1.871802,0.000012
1042,antifaces,0.000019,1.871802,0.000036
1043,antifaz,0.000013,1.871802,0.000024
1044,antigua,0.000052,1.871802,0.000097
1045,antiguas,0.000013,1.871802,0.000024
1046,antiguo,0.000045,1.871802,0.000084
1047,antiguos,0.000045,1.871802,0.000084
1048,antiqui,0.000006,1.871802,0.000012
1049,antoja,0.000026,1.871802,0.000048
1050,antojadiza,0.000013,1.871802,0.000024
1051,antojase,0.000013,1.871802,0.000024
1052,antojo,0.000026,1.871802,0.000048
1053,antonio,0.000019,1.871802,0.000036
1054,antonomasia,0.000006,1.871802,0.000012
1055,antor,0.000006,1.871802,0.000012
1056,anulaba,0.000013,1.871802,0.000024
1057,anulo,0.000006,1.871802,0.000012
1058,any,0.000000,1.871802,0.000000
1059,anybody,0.000000,1.871802,0.000000
1060,anyhow,0.000000,1.871802,0.000000
1061,anyone,0.000000,1.871802,0.000000
1062,anything,0.000000,0.955511,0.000000
1063,anyway,0.000000,0.773190,0.000000
1064,anyways,0.000000,1.871802,0.000000
1065,anywhere,0.000000,0.485508,0.000000
1066,apa,0.000006,1.871802,0.000012
1067,apacara,0.000006,1.871802,0.000012
1068,apacentando,0.000006,1.871802,0.000012
1069,apacibilidad,0.000006,1.871802,0.000012
1070,apacible,0.000058,1.871802,0.000109
1071,apacientan,0.000006,1.871802,0.000012
1072,apaciguarse,0.000006,1.871802,0.000012
1073,apaciguo,0.000026,1.871802,0.000048
1074,apago,0.000006,1.871802,0.000012
1075,apaleado,0.000013,1.871802,0.000024
1076,apaleo,0.000006,1.871802,0.000012
1077,aparato,0.000006,1.871802,0.000012
1078,apare,0.000013,1.871802,0.000024
1079,apareci,0.000006,1.871802,0.000012
1080,aparecido,0.000006,1.871802,0.000012
1081,apareja,0.000013,1.871802,0.000024
1082,aparejos,0.000026,1.871802,0.000048
1083,apariencia,0.000039,1.871802,0.000072
1084,apariencias,0.000013,1.871802,0.000024
1085,apart,0.000000,1.871802,0.000000
1086,aparta,0.000058,1.871802,0.000109
1087,apartadas,0.000006,1.871802,0.000012
1088,apartado,0.000039,1.871802,0.000072
1089,apartados,0.000006,1.871802,0.000012
1090,apartar,0.000032,1.871802,0.000060
1091,apartarle,0.000006,1.871802,0.000012
1092,apartarme,0.000019,1.871802,0.000036
1093,apartaron,0.000013,1.871802,0.000024
1094,apartarse,0.000039,1.871802,0.000072
1095,aparte,0.000116,1.871802,0.000217
1096,aparten,0.000006,1.871802,0.000012
1097,aparto,0.000058,1.871802,0.000109
1098,apasionado,0.000006,1.871802,0.000012
1099,apasionados,0.000013,1.871802,0.000024
1100,apea,0.000058,1.871802,0.000109
1101,apeado,0.000006,1.871802,0.000012
1102,apeados,0.000013,1.871802,0.000024
1103,apear,0.000026,1.871802,0.000048
1104,apearme,0.000013,1.871802,0.000024
1105,apearon,0.000013,1.871802,0.000024
1106,apearse,0.000032,1.871802,0.000060
1107,apease,0.000013,1.871802,0.000024
1108,apelativo,0.000006,1.871802,0.000012
1109,apellidado,0.000006,1.871802,0.000012
1110,apellidari,0.000006,1.871802,0.000012
1111,apellido,0.000026,1.871802,0.000048
1112,apellidos,0.000006,1.871802,0.000012
1113,apenas,0.000329,1.871802,0.000615
1114,apenino,0.000006,1.871802,0.000012
1115,apeo,0.000019,1.871802,0.000036
1116,apercebida,0.000006,1.871802,0.000012
1117,apero,0.000013,1.871802,0.000024
1118,apetecerlo,0.000006,1.871802,0.000012
1119,apetito,0.000032,1.871802,0.000060
1120,aplacar,0.000006,1.871802,0.000012
1121,aplacaron,0.000006,1.871802,0.000012
1122,aplace,0.000006,1.871802,0.000012
1123,aplauso,0.000006,1.871802,0.000012
1124,aplica,0.000006,1.871802,0.000012
1125,aplicaba,0.000006,1.871802,0.000012
1126,apo,0.000026,1.871802,0.000048
1127,apoca,0.000006,1.871802,0.000012
1128,apocado,0.000006,1.871802,0.000012
1129,apolo,0.000026,1.871802,0.000048
1130,apoques,0.000006,1.871802,0.000012
1131,aporreaba,0.000006,1.871802,0.000012
1132,aporreado,0.000026,1.871802,0.000048
1133,aporreantes,0.000006,1.871802,0.000012
1134,aporrear,0.000006,1.871802,0.000012
1135,aportares,0.000006,1.871802,0.000012
1136,aposento,0.000348,1.871802,0.000652
1137,aposentos,0.000006,1.871802,0.000012
1138,apostar,0.000006,1.871802,0.000012
